card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
EX2-014,Ice Devimon,Blue,Common,Digimon,4.0,Champion,Fallen Angel,4.0,4000.0,Virus,[When Attacking] Return 1 of your opponent's level 4 or lower Digimon with no digivolution cards to its owner's hand.,,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-015,Siesamon,Blue,Common,Digimon,4.0,Champion,Holy Beast,5.0,6000.0,Vaccine,<Jamming> (This Digimon can't be deleted in battles against Security Digimon).,,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07431076763022962,0.0,0.0
EX2-016,Gorimon,Blue,Common,Digimon,4.0,Champion,Beastkin,6.0,5000.0,Data,[On Play] You may play 1 level 3 Digimon card from 1 of your blue Digimon's digivolution cards without paying its memory cost.,,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-017,Leomon,Blue,Super Rare,Digimon,4.0,Champion,Beastkin,6.0,4000.0,Vaccine,"[Opponent's Turn] While you have a Tamer in play this Digimon gains <Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[On Deletion] Gain 2 memory and <Draw 1> (Draw 1 card from your deck).",,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917292115627555,0.0,0.03138239447669858
EX2-018,Marin Angemon,Blue/Yellow,Rare,Digimon,6.0,Mega,Fairy,11.0,11000.0,Vaccine,"[On Play] For each of your opponent's Digimon with no digivolution cards, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack). This effect can't increase the number of cards in your security stack to 6 or more.",,,4.0,5.0,Blue,4.0,5.0,Yellow,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014862153526045923,0.0,0.0
EX2-019,Renamon,Yellow,Rare,Digimon,3.0,Rookie,Beastkin,3.0,1000.0,Data,"[On Play] Reveal the top 4 cards of your deck. Add 1 card with [Kyubimon], [Taomon], or [Sakuyamon] in its name and 1 [Rika Nonaka] among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,"[Your Turn] (Once Per Turn) When you use an Option card with a memory cost of 2 or more, gain 1 memory.",0.0,2.0,Yellow,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09660399791929851,0.0,0.18829436686019144
EX2-020,Lopmon,Yellow,Common,Digimon,3.0,Rookie,Beast,3.0,2000.0,Data,"[On Play] If you have 3 or fewer security cards and [Shu-Chong Wong] in play, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack).",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07214060860440713,0.0
EX2-021,Kyubimon,Yellow,Common,Digimon,4.0,Champion,Mysterious Beast,6.0,5000.0,Data,[When Digivolving] Reveal the top 3 cards of your deck. Add 1 Option card with [Plug-In] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,"[Your Turn] (Once Per Turn) When you use an Option card with a cost of 2 or more, 1 of your opponent's Digimon gets -2000 DP for the turn.",2.0,3.0,Yellow,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917292115627555,0.0,0.18829436686019144
EX2-022,Andiramon,Yellow,Rare,Digimon,5.0,Ultimate,Holy Beast/Deva,7.0,7000.0,Virus,"If you have [Shu-Chong Wong] in play, your [Lopmon] can digivolve into this card in your hand for a digivolution cost of 3, ignoring its digivolution requirements.[When Attacking] (Once Per Turn) You may trash the top card of your security stack to unsuspend this Digimon.",,,3.0,4.0,Yellow,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-023,Taomon,Yellow,Uncommon,Digimon,5.0,Ultimate,Wizard,8.0,7000.0,Data,[When Digivolving] You may play 1 [Rika Nonaka] from your hand without paying its memory cost.,,"[Your Turn] (Once Per Turn) When you use an Option card with a cost of 2 or more, 1 of your opponent's Digimon gets -2000 DP for the turn.",3.0,4.0,Yellow,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10403507468232145,0.0,0.17260316962184216
EX2-024,Sakuyamon,Yellow,Super Rare,Digimon,6.0,Mega,Shaman,12.0,11000.0,Data,"[When Digivolving] Unsuspend 1 of your Digimon, and for each Tamer you have in play, return 1 Option card with [Plug-In] in its name from your trash to your hand.[Your Turn] When you use an Option card with a cost of 2 or more, 1 of your opponent's Digimon gets -3000 DP for the turn.",,,3.0,5.0,Yellow,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917292115627555,0.0,0.17260316962184216
EX2-025,Terriermon,Green,Rare,Digimon,3.0,Rookie,Beast,3.0,1000.0,Vaccine,"[Your Turn] (Once Per Turn) When you play a green Tamer, gain 1 memory.",,"[Your Turn] (Once Per Turn) When an opponent's Digimon becomes suspended, this Digimon gets +2000 DP for the turn.",0.0,2.0,Green,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24522553317975776,0.1049317943336831,0.0
EX2-026,Galgomon,Green,Common,Digimon,4.0,Champion,Beastkin,5.0,5000.0,Vaccine,"[Your Turn] When this Digimon would digivolve, if you have a green Tamer in play, reduce the digivolution cost by 1.",,"[Your Turn] (Once Per Turn) When an opponent's Digimon becomes suspended, this Digimon gets +2000 DP for the turn.",2.0,3.0,Green,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11146615144534443,0.006558237145855194,0.0
EX2-027,Rapidmon,Green,Uncommon,Digimon,5.0,Ultimate,Cyborg,8.0,7000.0,Vaccine,"[When Digivolving] If you have a green Tamer in play, suspend 1 of your opponent's Digimon.",,"[Your Turn] (Once Per Turn) When an opponent's Digimon becomes suspended, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).",3.0,4.0,Green,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11889722820836739,0.0,0.0
EX2-028,Parasimon,Green,Uncommon,Digimon,6.0,Mega,Parasite,11.0,11100.0,Virus,[End of Attack] You may place this Digimon under 1 of your Digimon as its bottom digivolution card.,,<Security Attack +1> (This Digimon checks 1 additional security card)[Your Turn] This Digimon gets +2000 DP.,3.0,5.0,Green,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-029,Saint Galgomon,Green,Super Rare,Digimon,6.0,Mega,Machine,12.0,13000.0,Vaccine,"[When Digivolving] For each green Tamer you have in play, suspend 1 of your opponent's Digimon. They don't unsuspend during your opponent's next unsuspend phase.[When Attacking] (Once Per Turn) Return 1 of your opponent's suspended Digimon with DP less than or equal to this Digimon's DP to its owner's hand.",,,5.0,5.0,Green,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917292115627555,0.0,0.01569119723834929
EX2-030,Monodramon,Black,Uncommon,Digimon,3.0,Rookie,Mini Dragon,3.0,1000.0,Vaccine,[On Play] Reveal 4 cards from the top of your deck. Add all black Tamer cards among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917292115627555,0.0,0.0
EX2-031,Guardromon,Black,Rare,Digimon,4.0,Champion,Machine,5.0,4000.0,Virus,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[On Play] 1 of your Digimon gets +3000 DP until the next time your opponent's turn ends.",,,2.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-032,Strikedramon,Black,Common,Digimon,4.0,Champion,Dragonkin,5.0,5000.0,Vaccine,[When Digivolving] Reveal 4 cards from the top of your deck. Add 1 black Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,"[When Attacking] (Once Per Turn) If you have 2 or more black Tamers in play, gain 1 memory.",2.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14862153526045924,0.0,0.0
EX2-033,Locomon,Black,Common,Digimon,5.0,Ultimate,Machine,6.0,7000.0,Data,"[Your Turn] When this Digimon would digivolve into a [GroundLocomon] in your hand, reduce the memory cost of the digivolution by 1.",,,3.0,4.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-034,Andromon,Black,Common,Digimon,5.0,Ultimate,Cyborg,8.0,6000.0,Vaccine,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[Opponent's Turn] All of your Digimon with <Blocker> get +2000 DP.",,,3.0,4.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-035,Cyberdramon,Black,Uncommon,Digimon,5.0,Ultimate,Cyborg,8.0,10000.0,Vaccine,"[When Digivolving] You may play 1 [Ryo Akiyama] from your hand without paying its memory cost.[Your Turn] While you don't have a Tamer in play, this Digimon can't attack players.",,"[When Attacking] (Once Per Turn) If you have 2 or more black Tamers in play, <De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",3.0,4.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14862153526045924,0.0,0.0
EX2-036,Grand Locomon,Black,Common,Digimon,6.0,Mega,Machine,11.0,11000.0,Data,"[Your Turn] This Digimon can't attack your opponent's Digimon.[All Turns] For each card in your trash with [Cyborg], or [Machine] in its traits, this Digimon gets +1000 DP.",,,3.0,5.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX2-037,Gokumon,Black,Uncommon,Digimon,6.0,Mega,Cyborg,12.0,11000.0,Virus,"<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).[Opponent's Turn] (Once Per Turn) When your opponent's Digimon becomes unsuspended, <De-Digivolve  1> on 1 of those Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",,,4.0,5.0,Black,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007431076763022962,0.0,0.0
EX2-038,Justimon: Blitz Arm,Black,Super Rare,Digimon,6.0,Mega,Cyborg,12.0,11000.0,Vaccine,"[When Digivolving] Activate 1 of the following effects:・This Digimon gets +2000 DP for the turn.・Unsuspend this Digimon.・Delete 1 of your opponent's Digimon with a play cost of 5 or less.[When Attacking] (Once Per Turn) For each Tamer you have in play, activate this Digimon's [When Digivolving] effect.",,,3.0,5.0,Black,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14119045849743628,0.0,0.03138239447669858
EX2-039,Impmon,Purple,Rare,Digimon,3.0,Rookie,Evil,3.0,1000.0,Virus,"When this card is trashed from your deck, if it wasn't trashed by [EX2-039 Impmon]'s effect, you may trash up to 3 cards from the top of your deck.[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Beelzemon] in its name and 1 [Ai & Mako] among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,"[Your Turn] If this Digimon has [Beelzemon] in its name, it gets +3000 DP.",,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3789849149141711,0.07869884575026233,0.0
EX2-040,Devidramon,Purple,Common,Digimon,4.0,Champion,Evil Dragon,5.0,4000.0,Virus,"<Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling)",,[When Attacking] You may trash the top 2 cards of your deck.,2.0,3.0,Purple,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029724307052091847,0.0,0.0
EX2-041,Dobermon,Purple,Rare,Digimon,4.0,Champion,Dark Animal,5.0,4000.0,Vaccine,"When you would play this card from your hand, reduce its play cost by 2 if you have [Alice McCoy] in play.[On Deletion] Trash the top 3 cards of your deck. Then, return 1 purple Digimon card or 1 purple Tamer card from your trash to your hand.",,,2.0,3.0,Purple,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19320799583859702,0.1967471143756558,0.14122077514514358
EX2-042,Mephismon,Purple,Common,Digimon,5.0,Ultimate,Fallen Angel,7.0,7000.0,Virus,"[On Play] <Draw 2> (Draw 2 cards from your deck). Then, trash 2 cards from your hand.",,[When Attacking] (Once Per Turn) You may trash 1 card from your hand to gain 1 memory.,3.0,4.0,Purple,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044586460578137775,0.0,0.0
EX2-043,Gulfmon,Purple,Super Rare,Digimon,6.0,Mega,Dark Animal,12.0,12000.0,Virus,"[When Digivolving] All players trash cards in their hand until they have 5 cards left.[Your Turn] (Once Per Turn) When one of your effects trashes a card in your hand, you may unsuspend 1 of your Digimon.",,,4.0,5.0,Purple,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022293230289068888,0.0,0.01569119723834929
EX2-044,Beelzebumon,Purple,Super Rare,Digimon,6.0,Mega,Demon Lord/Seven Great Demon Lords,12.0,11000.0,Virus,"When this card is trashed from your deck, you may play 1 [Impmon] from your trash without paying its memory cost.[When Digivolving] [When Attacking] You may trash the top 2 cards of your deck. Then, delete 1 of your opponent's level 3 or lower Digimon. For every 10 cards in your trash, add 1 to the maximum level you can choose with this effect.",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3418295310990563,0.07869884575026233,0.0
EX2-045,Culumon,White,Rare,Digimon,,Unknown,Unknown,3.0,1000.0,Unknown,"When you would play this card from your hand, reduce its play cost by 2 if you have [Guilmon], [Terriermon], [Renamon], or [Impmon] in play, reduce its play cost by 2.[Your Turn] This Digimon can't attack.[Your Turn] When one of your Digimon digivolves, you may suspend this Digimon to gain 1 memory, <Draw 1> (Draw 1 card from your deck), and have 1 of your Digimon get +3000 DP for the turn.",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14119045849743628,0.0,0.0
EX2-046,ADR-02=Searcher,White,Common,Digimon,,D-Reaper,Intel Acquisition Agent,3.0,1000.0,,"You can include up to 50 copies of cards with this card's card number in your deck.When you would play this card from your hand, reduce its play cost by 2 if you don't have another [ADR-02 Searcher] in play.[Your Turn] This Digimon can't attack players.[On Play] <Draw 1> (Draw 1 card from your deck).",,[Your Turn] All of your Digimon with [D-Reaper] in their traits get +1000 DP.,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503293807641634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165638701047782,0.9312696747114376,0.3138239447669857
EX2-047,ADR-03=Pendulum Feet,White,Common,Digimon,,D-Reaper,AA Defense Agent,3.0,3000.0,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [D-Reaper] in its traits and 1 [ADR-02 Searcher] among them to your hand. Place the remaining cards on the bottom of your deck in any order.,,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6242104480939289,0.18363064008394542,0.06276478895339715
EX2-048,ADR-04=Bubbles,White,Common,Digimon,,D-Reaper,Ground Combat Agent,3.0,3000.0,,[Security] Place 1 of your [ADR-02 Searcher]s from in play or from your hand under 1 of your [Mother D-Reaper]s as its bottom digivolution card.[On Play] Place 1 of your [ADR-02 Searcher]s from in play or from your hand under 1 of your [Mother D-Reaper]s as its bottom digivolution card.,,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390726016199747,0.18363064008394542,0.06276478895339715
EX2-049,ADR-01=Juri,White,Uncommon,Digimon,,D-Reaper,Espionage Agent,5.0,5000.0,,[Main] You may suspend this Digimon to reveal the top 5 cards of your deck. Place 1 [ADR-02 Searcher] among them under 1 of your [Mother D-Reaper]'s as its bottom digivolution card. Place the remaining cards at the bottom of your deck in any order.,,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579623987515791,0.15739769150052466,0.04707359171504786
EX2-050,ADR-05=Creep Hands,White,Common,Digimon,,D-Reaper,Grappling Agent,5.0,6000.0,,"[Opponent's Turn] While you have a [Mother D-Reaper] in play, this Digimon gains <Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28238091699487256,0.09181532004197271,0.0
EX2-051,ADR-07=Palates Head,White,Common,Digimon,,D-Reaper,Reconnaissance Agent,6.0,3000.0,,"[Main] If you have a [Mother D-Reaper] in play, you may suspend this Digimon to delete 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP.",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087092219662629,0.05902413431269675,0.04707359171504786
EX2-052,ADR-06=Horn Striker,White,Common,Digimon,,D-Reaper,Commander Agent,7.0,7000.0,,"[Your Turn] While you have a [Mother D-Reaper] in play, this Digimon gains <Rush> (This Digimon can attack the turn it comes into play).",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06687969086720666,0.0,0.0
EX2-053,ADR-08=Optimizer,White,Common,Digimon,,D-Reaper,Mothership Agent,10.0,9000.0,,"[On Play] [When Attacking] (Once Per Turn) If one of your [Mother D-Reaper]s has 5 or more digivolution cards, reveal the top 3 cards of your deck. You may play 1 card with [D-Reaper] in its traits and a play cost of 10 or less among them without paying its memory cost. Place the remaining cards at the top of your deck in any order.",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22293230289068885,0.026232948583420776,0.0
EX2-054,ADR-09=Gate Keeper,White,Common,Digimon,,D-Reaper,Base Defense Agent,11.0,10000.0,,"[Security] Play this card without battling and without paying its memory cost.[On Play] If you have a [Mother D-Reaper] in play, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack).[Opponent's Turn] While you have a [Mother D-Reaper] with 6 or more digivolution cards in play, all of your opponent's Digimon get <Security Attack -1> (This Digimon checks 1 fewer security card).",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787694136880434,0.2295383001049318,0.06276478895339715
EX2-055,Reaper,White,Rare,Digimon,,D-Reaper,Ability Synthesis Agent,20.0,15000.0,,"When you would play this Digimon, you may trash 7 or more digivolution cards from the bottom of 1 of your [Mother D-Reaper]'s to set this Digimon's play cost to 0.<Rush> (This Digimon can attack the turn it comes into play)[When Attacking] You may place 2 [ADR-02 Searcher]s from your trash under this Digimon in any order as its bottom digivolution cards to unsuspend this Digimon.",,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5498996804636992,0.13116474291710387,0.03138239447669858
EX2-073,Dukemon: Crimson Mode,Red,Secret Rare,Digimon,7.0,Mega,Holy Warrior,15.0,15000.0,Virus,[When Digivolving] Delete all of your opponent's Digimon with the highest DP.[When Attacking] Trash the top card of your opponent's security stack. Add 1 to the number of cards trashed by this effect for every 10 cards in your opponent's trash.,,,6.0,6.0,Red,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13175230566534915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783458423125511,0.05246589716684155,0.0
EX2-074,Beelzebumon: Blast Mode,Purple,Secret Rare,Digimon,7.0,Mega,Demon Lord,15.0,15000.0,Virus,"When this card is trashed from your deck, delete 1 of your opponent's level 4 or lower Digimon.[When Digivolving] Delete all of your opponent's Digimon with the highest level.[Your Turn] For every 10 cards in your trash, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).",,,6.0,6.0,Purple,,,,2,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2749498402318496,0.05246589716684155,0.0
EX2-056,Matsuda Takato,Red,Rare,Tamer,,,,3.0,,,"[Your Turn] When an opponent's Digimon is deleted, you may suspend this Tamer to gain 1 memory.[Your Turn] When one of your Digimon would digivolve into a Digimon with [Gallantmon], or [Growlmon] in its name, it gains ""[When Digivolving] <Blitz> (If your opponent has 1 or more memory, this Digimon may attack)"" for the turn.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3418295310990563,0.14428121720881426,0.0
EX2-057,Kitagawa Kenta,Blue,Uncommon,Tamer,,,,2.0,,,"[Your Turn] When you would play [MarineAngemon] from your hand, reduce its play cost by 1.[Your Turn] When you play a blue Digimon, you may suspend this tamer to trash the bottom digivolution card of 1 of your opponent's Digimon. Then, if the Digimon that played is [MarineAngemon], trash the bottom digivolution card of all of your opponent's Digimon.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,EX2,EX2,,,2022-06-24,2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
