card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
BT9-070,Gazimon X-Antibody,Purple,Common,Digimon,3,Rookie,Mammal/X Antibody,3,3000,Virus,[When Digivolving] Trash the top 3 cards of your deck.,,,0          ,2,Purple,,,,1,<Digivolve: 0 from [Gazimon]>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3
BT9-071,Dracumon,Purple,Uncommon,Digimon,3,Rookie,Undead,3,1000,Virus,"[On Play] Reveal the top 3 cards of your deck. Trash 1 of them, and add 1 card with [Undead], or [Dark Animal] in its traits among them to your hand. Place the rest at the bottom of your deck in any order.",,"[When Attacking] This Digimon may digivolve into a Digimon card with [Undead], or [Dark Animal] in its traits for its digivolution cost.",,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
BT9-072,Plotmon,Purple,Common,Digimon,3,Rookie,Mammal,3,2000,Data,[On Play] Reveal the top 4 cards of your deck. Add 1 2-colored purple card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0          ,2,Purple,0          ,2,Yellow,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
BT9-073,Sangloupmon,Purple,Common,Digimon,4,Champion,Dark Animal,5,5000,Virus,,,"[When Attacking] This Digimon may digivolve into a Digimon card with [Undead], or [Dark Animal] in its traits from your trash for its digivolution cards.",2          ,3,Purple,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
BT9-074,Meicoomon,Purple/Yellow,Rare,Digimon,4,Champion,Unknown,5,4000,Unknown,"[Security] At the end of battle, play this card without paying its memory cost.",,"[On Deletion] If this Digimon has 2 or more colors, gain 2 memory.",3          ,3,Purple,3          ,3,Yellow,2,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3
BT9-075,Death-X-DORUgamon,Purple/Black,Uncommon,Digimon,4,Champion,Undead/X Antibody,6,6000,Virus,"[When Digivolving] You may trash 1 card with [Dex], or [DeathX] in its name or with [X Antibody] in its traits in your hand to gain 1 memory.[When Digivolving] If this Digimon has [Dorugamon] in its digivolution cards or is digivolving from the trash, 1 of your Digimon gains <Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead) and <Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling) until the end of your opponent's turn.",,,3          ,3,Purple,3          ,3,Black,1,<Digivolve: 0 from [Dorugamon]>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,123,32
BT9-076,Meicrackmon: Vicious Mode,Purple/Yellow,Common,Digimon,5,Ultimate,Unknown,6,6000,Unknown,"[On Play] [When Digivolving] You may trash 1 card in your hand. If you trash a purple card, delete 1 of your opponent's level 3 Digimon. If you trash a yellow card, 1 of your opponent's Digimon gets -3000 DP for the turn.",,"[On Deletion] If this Digimon has 2 or more colurs, gain 2 memory.",4          ,4,Purple,4          ,4,Yellow,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,4
BT9-077,Matadrmon,Purple,Common,Digimon,5,Ultimate,Undead,7,7000,Virus,"[When Attacking] By trash 1 card with [Undead], or [Dark Animal] in its traits from your hand, this Digimon gets +3000 DP for the turn.[Your Turn] When this Digimon would digivolve into a Digimon card in your trash, reduce the memory cost of the digivolution by 1.",,,3          ,4,Purple,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
BT9-078,Death-X-DORUguremon,Purple/Black,Uncommon,Digimon,5,Ultimate,Undead/X Antibody,8,8000,Virus,"[When Digivolving] You may trash 1 card with [Dex], or [DeathX] in its name or with [X Antibody] in its traits in your hand to gain 1 memory.[When Digivolving] If this Digimon has [DoruGreymon] in its digivolution cards, or is digivolving from the trash, delete 1 of your opponent's level 4 of lower Digimon.",,,4          ,4,Purple,4          ,4,Black,1,<Digivolve: 1 from [DoruGreymon]>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,24
BT9-079,Grand Dracumon,Purple,Rare,Digimon,6,Mega,Dark Animal,12,12000,Virus,"[When Digivolving] You may play 1 level purple Digimon card from your trash without paying its memory cost.[End of Attack] (Once Per Turn) You may digivolve 1 of your other Digimon in play into a Digimon card with [Undead], or [Dark Animal] in its traits from your trash without paying its memory cost.",,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BT9-080,Raguelmon,Purple/Yellow,Rare,Digimon,6,Mega,Unknown,12,12000,Unknown,"[On Play] Play 1 purple or yellow Digimon with 6000 DP or less from your trash without paying its memory cost. If your have 1 of fewer security cards, you may play 1 level 6 or lower Digimon card with [Angel], or [Fallen Angel] in its traits from your trash without paying its memory cost instead.[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve  cost.",,,4          ,5,Purple,4          ,5,Yellow,2,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2
BT9-081,Death-X-DORUgoramon,Purple/Black,Super Rare,Digimon,6,Mega,Undead/X Antibody,13,13000,Virus,"[When Digivolving] If this Digimon has [Dorugoramon] in its digivolution cards, or is digivolved from the trash, delete all of your opponent's Digimon with the lowest level.[On Deletion] You may play 1 purple or black level 3 Digimon card from your trash without paying its memory cost. If your have 5 or more cards with [Dex], or [DeathX] in their names in your trash, you may play 1 [DeathXmon] from your trash without paying its memory cost instead.",,,5          ,5,Purple,5          ,5,Black,2,<Digivolve: 2 from [Dorugoramon]>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0
BT9-082,Ordinemon,Purple/Yellow,Super Rare,Digimon,7,Mega,Fallen Angel,15,15000,Virus,"[When Digivolving] When DNA digivolving, delete 1 of your opponent's level 6 or higher Digimon and all of their level 5 or lower Digimon. For each Digimon deleted by this effect, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack).[On Deletion] You may trash the top card of your security stack to play this card without paying its memory cost.",,,6          ,6,Purple,6          ,6,Yellow,2,<DNA Digivolution: 0 from Purple Lv.6 + Yellow Lv.6> Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2
BT9-083,Omegamon: Merciful Mode,White,Super Rare,Digimon,7,Mega,Holy Warrior,15,15000,Vaccine,"[When Digivolving] For each card with [Mega] in their traits in this Digimon's digivolution cards, delete 1 of your opponent's Digimon. Then, place 10 cards in your opponent's trash at the bottom of their deck in any order.[Start of Your Turn] Trash the top card of this Digimon. If you do, trash the top card of your opponent's security stack.",,,6          ,6,Red,6          ,6,Blue,2,<Digivolve: 3 if name contains [Omnimon]>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
BT9-111,Alphamon: Ouryuken,Black,Secret Rare,Digimon,7,Mega,NO DATA/Royal Knight/X Antibody,15,16000,Vaccine,"[When Digivolving] Delete all of your opponent's Digimon with the highest play cost.[End of Your Turn] (Once Per Turn) You may return up to 7 non-Digi-Egg cards with [X Antibody] in their traits from this Digimon's digivolution cards to the bottom of your deck in any order, if you do, gain 1 memory for each card returned.",,,7          ,6,Black,,,,2,<Digivolve: 3 from [Alphamon] w/ [Ouryumon] digivolution card>,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,24
BT9-112,Death-X-mon,Purple/Black,Secret Rare,Digimon,7,Mega,Unanalyzable/X Program,20,15000,Virus,"When you would play this card, reduce its memory cost by 3 for each Digimon and Tamer your opponent has in play.[On Play] [When Digivolving] <De-Digivolve  1> on all of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards). Then, delete all of your opponent's level 4 or lower Digimon.[End of Opponent's Turn] (Once Per Turn) Delete all of your opponent's Digimon with the lowest play cost.",,,6          ,6,Purple,6          ,6,Black,2,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,155,92
BT9-084,Yagami Taichi & Yagami Hikari,Red/Yellow,Rare,Tamer,,,,4,,,"[Start of Your Turn] If you have 3 or fewer security cards, gain 1 memory. If your opponent has 3 or fewer security cards, gain 1 memory. [Your Turn] When one of your red or yellow Digimon attacks, you may suspend this Tamer to have all of your opponent's Security Digimon get -2000 DP for the turn.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,56
BT9-085,Ishida Yamato & Takenouchi Sora,Blue/Red,Rare,Tamer,,,,4,,,"[Start of Your Main Phase] If you have 8 or more cards in hand, gain 1 memory. If your opponent has 8 or more cards in hand, gain 1 memory.[Your Turn] When one of your blue or red Digimon becomes unsuspended, you may suspend this Tamer to return 1 of your opponent's level 3 Digimon to its owner's hand.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4
BT9-086,Higashimitarai Kiyoshiro,Blue,Rare,Tamer,,,,4,,,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3.[Your Turn] When you attack with a Digimon with [Jellymon] in its name or is level 5 or higher, if you have 7 or fewer cards in hand, you may suspend this Tamer to <Draw 1> (Draw 1 card from your deck).",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3
BT9-087,Takaishi Takeru & Izumi Koshiro,Yellow/Green,Rare,Tamer,,,,4,,,"[Start of Your Main Phase] If you have a level 5 or higher Digimon in play, gain 1 memory. If your opponent has a level 5 or higher Digimon in play, gain 1 memory.[Your Turn] When one of your Digimon digivolves into a yellow or green Digimon, you may suspend this Tamer to have 1 of your opponent's Digimon get -1000 DP until the end of your opponent's turn.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,28
BT9-088,Tachikawa Mimi & Kido Joe,Green/Blue,Rare,Tamer,,,,4,,,"[Start of Your Turn] If you have a suspended Digimon in play, gain 1 memory. If your opponent has a suspended Digimon in play, gain 1 memory. [Your Turn] When one of your green or blue Digimon deletes an opponent's Digimon in battle and survives, you may suspend this Tamer to <Draw 1> (Draw 1 card from your deck).",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BT9-089,Nishijima Daigo,Black,Uncommon,Tamer,,,,3,,,"[All Turns] When an opponent's Digimon becomes unsuspended during a main phase, you may suspend this Tamer to gain 1 memory.[Your Turn] When one of your Digimon digivolves into a black level 6 Digimon, it gains <Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead) until the end of your opponent's turn.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-090,Himekawa Maki,Black,Uncommon,Tamer,,,,3,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 [Tapirmon] and 1 2-colur black card among them to your hand. Place the rest at the bottom of your deck in any order.[Your Turn] When one of your Digimon would digivolve into a 2-colour black Digimon, you may suspend this Tamer to reduce the digivolution cost by 1.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0
BT9-091,Mochizuki Meiko,Purple,Uncommon,Tamer,,,,3,,,"[On Play] You may reveal the top 3 cards of your deck. Add 1 purple or yellow Digimon card from among them to your hand. Trash the rest.[All Turns] When you play a 2-color purple and yellow Digimon, you may suspend this tamer to gain 1 memory.",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
BT9-092,Cool boy,White,Rare,Tamer,,,,2,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [X Antibody] in its traits and 1 Option Card with [X Antibody] in its traits among to your hand. Place the rest at the bottom of your deck in any order.[Your Turn] When one of your Digimon digivolves into a same-level Digimon with [X Antibody] in its traits, you may suspend this Tamer to gain 1 memory and <Draw 1> (Draw 1 card from your deck).",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,248,42
BT9-093,Flare Rock Damashī,Red,Common,Option,,,,3,,,"[Main] Delete 1 of your opponent's Digimon with 5000 DP or less. Then, you may digivolve 1 of your Digimon into a Digimon card with [Shoutmon] in its name in your hand for its digivolution cost.",[Security] Delete 1 of your opponent's Digimon with 5000 DP or less.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-094,Atomic Megalo Blaster,Red,Uncommon,Option,,,,6,,,[Main] Choose any number of your opponent's Digimon whose total DP adds up to 10000 or less and delete them.,[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
BT9-095,Gaia Force ZERO,Red,Rare,Option,,,,8,,,"When you would use this card, if you have a Digimon with [X Antibody] in its digivolution cards in play, reduce the memory cost of this card by 2.[Main] Delete 1 of your opponent's Digimon with 13000 DP or less. Then, 1 of your Digimon with [Greymon] in its name can attack your opponent.",[Security] Delete 1 of your opponent's Digimon.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
BT9-096,Bibi Thunder,Blue,Common,Option,,,,4,,,"[Main] Return 1 of your opponent's level 4 or lower Digimon to its owner's hand. Then, if you have a  Digimon in play with [Jellymon] in its name or with [Jellymon] in its digivolution cards, return 1 of your opponent's Tamers to its owner's hand.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-097,Metal Storm,Blue,Rare,Option,,,,7,,,"When you would use this card, if you have a Digimon with [X Antibody] in its digivolution cards, reduce the memory cost of this card by 2.[Main] Return 1 of your opponent's level 6 or lower Digimon to its owner's hand. Then, unsuspend 1 of your Digimon with [Garurumon] in its name.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1
BT9-098,Awakening of Gold Digizoid,Yellow,Common,Option,,,,3,,,"While you have a Digimon with [Armor Form] in its traits in play, you may use this card without meeting its color requirements.[Main] You may may digivolve 1 of your Digimon with [Armor Form] in its traits into a Digimon card with [Magnamon] in its name in your hand, ignoring its digivolution requirements and without paying its memory cost. The Digimon that digivolved with this effect can't have its DP reduced by your opponent's card effects until the end of your opponent's turn.","[Security] Return 1 card with [Magnamon] in its name from your trash to your hand, and add this card to your hand.",,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3
BT9-099,Sunrise Buster,Yellow/Red,Rare,Option,,,,5,,,"[Main] You may play 1 yellow or red Tamer card from your hand without paying for its memory cost. Then, 1 of your opponent's Digimon gets -3000 DP for the turn for each yellow and/or red Tamers you have in play,",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,98
BT9-100,Grandis Scissor,Green,Rare,Option,,,,4,,,"[Main] Suspend 1 of your opponent's Digimon. Then, unsuspend 1 of your Digimon with [Insectoid] in its traits, and it may attack your opponent's Digimon.",[Security] Suspend 1 of your opponent's Digimon or Tamers.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
BT9-101,Ground Fang,Green,Common,Option,,,,8,,,[Main] Return 1 of your opponent's suspended Digimon and 1 of their suspended Tamers to the bottom of their owners' decks.,[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
BT9-102,Heavy Machine Digimon's Advance!!,Black,Common,Option,,,,0,,,"[Main] You may trash 1 card with [Cyborg], or [Machine] in its traits from your hand to have all of your level 6 Digimon with [Machine] in their traits gain <Rush> (This Digimon can attack the turn it comes into play) and ""[On Play] If this Digimon has a digivolution card, <Blitz> (If your opponent has 1 or more memory, this Digimon may attack)"", for the turn.","[Security] You may trash 1 card with [Cyborg], or [Machine] in its traits in your hand to delete 1 of your opponent's Digimon whose play cost less than or equal to the trashed card's play cost.",,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
BT9-103,Kongou,Black,Common,Option,,,,2,,,"[Main] Until the end of your opponent's turn, your opponent's Digimon with play costs of 7 or less can't attack players, and cards can't be added security stacks by your opponent's effects.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,17
BT9-104,X-Evolution!,Black,Common,Option,,,X Antibody,3,,,"While you have a Digimon with [X Antibody] in its traits in play, you may use this card without meeting its color requirements.[Main] Reveal the top 3 cards of your deck. You may digivolve 1 of your Digimon into a Digimon card with [X Antibody] in its traits without its memory cost. Trash the rest. Then, place 1 card with [X Antibody] in its traitsfrom your trash under 1 of your Digimon with [X Antibody] in its traits as its bottom digivolution card.",[Security] You may reveal the top 3 cards of your deck. You may add 1 card with [X Antibody] in its traits among them to your hand. Trash the rest.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-105,Digitalize of Soul,Black,Rare,Option,,,,5,,,"[Main] Reveal the top 3 cards of your deck. Choose 1 Digimon card with [X Antibody] in its traits among them, and delete 1 of your opponent’s Digimon whose play cost is less than or equal to the chosen card's play cost. Trash the revealed cards. Then, place 1 card with [X Antibody] in its traits from your trash under 1 of your Digimon with [X Antibody] in its traits as its bottom digivolution card.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-106,Death-X-Evolution!!,Purple,Common,Option,,,X Antibody,0,,,"While you have a Digimon with [X Antibody] in its traits in play, you may use this card in your hand ignoring its color requirements.[Main] You may digivolve 1 of your Digimon into a Digimon card with [Dex], or [DeathX] in its name from your trash by paying its memory cost.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
BT9-107,Metal Impulse,Purple/Black,Rare,Option,,,,6,,,"[Main] Trash up to 3 cards in your hand. For each card trashed by this card's effect, <De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards). Then, delete 1 of your opponent's level 4 or lower Digimon.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
BT9-108,Eye of the Gorgon,Purple,Common,Option,,,,8,,,"[Main] Delete 1 of your opponent's unsuspended Digimon. If you do, you may play 1 purple level 3 Digimon card from your trash without paying its memory cost. Any [On Play] effects on the Digimon played with this effect don't activate.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT9-109,X-Antibody,White,Uncommon,Option,,,X Antibody,0,,,"While you have a Digimon in play, you may use this card without meeting its color requirements.[Security] Gain 1 memory, and add this card to its owner's hand.[Main] Place this card under 1 of your Digimon without [X Antibody] in its digivolution cards as its bottom digivolution card.",,[All Turns] Effects can't trash [X Antibody] in this Digimon's digivolution cards.[When Attacking] This Digimon can digivolve into a Digimon card with [X Antibody] in its traits in your hand by paying its digivolution cost.,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,204,40
BT9-110,X Program,White,Uncommon,Option,,,,8,,,"While you have a Digimon with [Dex], or [DeathX] in its name in play, you may use this card without meeting its color requirements.[Main] Delete 1 Digimon without [X Antibody] in its traits. If there are 3 or more Digimon in play, delete all Digimon without [X Antibody] in their traits instead.",[Security] Delete 1 Digimon without [X Antibody] in its traits.,,,,,,,,1,,Unrestricted,Unrestricted,BT9,BT9,,,2022-07-29,2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT10-001,Peti Meramon,Red,Uncommon,Digi-Egg,2,In-Training,Flame,,,,,,"[Your Turn] While this Digimon has a non-red card in its digivolution cards, it gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT10-002,Babydmon,Blue,Uncommon,Digi-Egg,2,In-Training,Baby Dragon,,,,,,"[When Attacking] (Once Per Turn) If your opponent has 2 or more Digimon in play, <Draw 1> (Draw 1 card from your deck).",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
BT10-003,Pickmons,Yellow,Uncommon,Digi-Egg,2,In-Training,Minor/Xros Heart,,,,,,"[When Attacking] If this Digimon has [Xros Heart] in its traits, <Draw 1> (Draw 1 card from your deck).",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
BT10-004,Bosamon,Green,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[Your Turn] (Once Per Turn) When a Digimon is suspended by an effect, this Digimon gets +1000 DP for the turn.",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT10-005,Monimon,Black,Uncommon,Digi-Egg,2,In-Training,CRT/Twilight/Xros Heart,,,,,,"[All Turns] While this Digimon has [Twilight] in its traits, it gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
BT10-006,Tokomon,Purple,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[Opponent's Turn] When this card is trashed from digivolution cards by an effect, <Draw 1> (Draw 1 card from your deck).",,,,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT10-007,Dondokomon,Red,Common,Digimon,3,Rookie,Musical Instrument/Xros Heart,3,4000,Vaccine,,,,0          ,2,Red,,,,1,<Digivolve: 0 from Lv.2 w/[Xros Heart] in its traits>,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BT10-008,Shoutmon,Red,Uncommon,Digimon,3,Rookie,Mini Dragon/Xros Heart,4,2000,Data,[On Play]  Reveal the top 3 cards of your deck. Add 1 Digimon card and 1 Tamer card―both with [Xros Heart] in their traits―among them to your hand. Place the rest at the bottom of your deck in any order.[On Deletion] <Save> (You may place this card under one of your Tamers).,,"[Your Turn] While this Digimon has [Shoutmon] in its name, it gains <Rush> (This Digimon can attack the turn it comes into play).",0          ,2,Red,,,,1,<Digivolve: 0 from Lv.2 w/[Xros Heart] in its traits>,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
BT10-009,Shoutmon X4,Red/Yellow,Rare,Digimon,4,Champion,Composite/Xros Heart,9,8000,Data,"<Material Save 2> (When this Digimon would be deleted, you may place 2 cards in this Digimon's DigiXros requirements from this Digimon's digivolution cards under 1 of your Tamers.[On Play] <Draw 2> (Draw 2 cards from your deck).[End of Attack] By placing all digivolution cards from under this Digimon under 1 of your Tamers, unsuspend 1 of your Tamers, and delete this Digimon.",,,3          ,3,Red,3          ,3,Yellow,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
BT10-010,Asuramon,Red,Common,Digimon,5,Ultimate,Wizard,7,8000,Vaccine,,,,2          ,4,Red,,,,1,,Unrestricted,Unrestricted,BT10,BT10,,,2022-10-14,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
